Student_ID,Basic_Arithmetic,Geometry_Understanding,Word_Problems,Advanced_Math_Concepts,Vocabulary_Knowledge,Passage_Understanding,Inferential_Thinking,Teamwork_Ability,Communication_Skills,Emotional_Recognition,Attendance_Rate,Participation_Score,Focus_Levels,Frequent_Interruptions,Consistent_Assignment_Completion,Age,Gender,Grade_Level,Socio_Economic_Status,Learning_Style,Study_Hours_Per_Week,Access_to_Technology,Extracurricular_Participation,Sleep_Hours_Per_Night,Stress_Level,Tutoring_Sessions_Per_Week,Parental_Involvement
86,61.126721681709355,48.128774308582706,50.432932098178895,60.65213259804515,33.68057525072205,48.17007353890316,64.29220729171492,61.12246056066341,67.5677896785993,61.243527844264904,93.35428480291739,87.841164802616,33.600488540400335,37.14479375285073,78.92571059637072,16,Male,11th,Medium,Visual,12,Yes,1,9.8,6,1,1
87,95.09378986171129,93.4455600545962,73.36871010114785,80.89506651440001,61.92742767011361,58.97901991460537,78.27068743114984,81.20355028426107,86.27213552493527,71.66114382931718,87.86269663716666,56.559406274086264,63.094963920570855,19.85330051864504,82.9515551958549,16,Male,11th,Medium,Auditory,11,Yes,3,7.6,8,0,1.2
88,65.61050950991897,79.95617058516008,91.75091900684666,89.76518422808934,76.42538254895351,73.56434962827231,73.618927989266,73.9317418807795,95.02645185340612,80.65612507370503,86.70092868967913,74.08982835545716,66.84063068757602,24.959239238372323,82.07495140718474,15,Male,10th,Low,Visual,6,Yes,2,7.2,8,0,3.1
89,85.32423621625838,51.70402602855819,73.00380949447057,74.4728469167124,92.09616722754294,83.40811490092396,74.862465835246,82.53954472322913,88.31446531286632,94.94528960098195,91.40593457734212,75.5840322116239,80.8585836753438,26.86089389134636,85.03965034805839,16,Male,11th,Medium,Auditory,11,Yes,2,10,4,0,4.5
90,61.876293623489424,61.55810362262791,65.71647707885326,64.18985530671429,56.00803367552339,76.30384892110575,60.91637057876477,72.91399342634595,53.862919614580775,60.88295450060376,99.63742896448821,62.41654582583455,44.46160673366552,39.48159302551811,84.1415873392772,18,Female,12th,Low,Visual,10,Yes,0,5.1,3,3,8.4
91,62.012680051535405,75.09254553921211,59.76200148049406,52.23390160727663,75.25412448266356,63.13975999906946,79.93479982122214,70.38523599075346,75.36148975785724,64.76373302113839,82.49641192145646,74.68651260167715,48.22745794073915,20.124883219309893,67.90106533467763,17,Non-binary,12th,High,Kinesthetic,16,Yes,3,7.1,4,0,5.5
92,83.5404096530745,73.67797658747465,81.03294168946117,61.078746206672605,91.44067694548332,82.02918020588689,87.88780118066538,79.39709014291154,76.2676036068471,69.45283462021601,98.38352677295916,78.41265108979022,88.51856403292672,12.86907663539924,92.20149470982706,14,Female,9th,Medium,Auditory,8,Yes,1,4.2,6,3,6.6
93,67.07388349242316,73.3877225745456,63.85240425590832,60.149874759739546,87.69365917027011,76.68282618933513,48.551029757243406,71.26412416100317,65.48187063742775,58.63373812222331,91.66165213100612,77.03719429026786,67.34382167129148,43.209852820510186,82.26044250309474,18,Female,12th,Medium,Auditory,7,Yes,0,5.9,6,0,1.6
94,80.45352099873276,69.84718405597513,85.85150812645335,69.83124257124186,78.46138397676076,84.57212465299641,82.1623900644339,71.3187965158103,87.58207046472045,77.91279622927061,96.8919889011886,92.31972254651232,91.44262707961855,24.514382072495536,92.37696215882552,15,Female,10th,Medium,Visual,10,Yes,0,5.4,6,0,4.6
95,69.17471226002992,63.604783152118294,54.39076003987183,67.9127342918001,78.99355675856712,80.31922556526074,70.95132704455419,64.52372382778088,100,77.36685531250424,98.44559737015516,72.55392810137096,69.97634833300503,4.108617282627776,72.56083071189045,17,Male,12th,Medium,Kinesthetic,6,Yes,0,6.7,6,5,4
96,63.94037694847271,85.36884842786468,72.17722815075211,57.89554270880612,74.17172932910245,88.15682513577987,64.31543665459695,65.90125589202759,64.87564778813783,64.27757522306179,96.33382589556277,61.01978796532503,66.4179973141447,17.7155543148775,70.24384975788821,15,Female,10th,Medium,Auditory,16,Yes,1,4.8,3,0,9.4
97,84.24866455720426,79.75191926995663,71.63528133200256,41.43644170504514,37.42282235669335,43.89162179171011,71.43067829553024,51.513185366018945,29.04870225318424,57.83775014740245,83.01913667470217,50.509171334673475,44.497432526594615,40.21781912900737,69.04507187570559,15,Female,10th,High,Visual,6,Yes,1,4.8,4,0,9.3
98,85.67263617963681,61.96724416051183,55.51657296895239,71.65503138489787,68.80397856261045,61.923971110022336,70.91318027283695,79.2576092895358,70.53790435377624,57.754311049330006,92.49280073679984,80.28174047395416,66.52635688872506,46.04212181623885,69.84588800254635,16,Female,11th,Medium,Auditory,11,No,2,8.2,3,1,4.2
99,80.12537193773923,67.56871964251137,49.98986855735387,78.85070057496256,75.71650496274249,63.17375624277274,69.90596544577737,75.302123658449,88.77675846806002,73.52826406417748,89.91525377961807,75.9060298287784,49.54642824309335,34.091926897438974,74.57255506863712,16,Female,11th,Medium,Visual,11,Yes,0,5.8,6,3,9.6
100,72.71125294390906,86.11652467944222,82.93995694827902,74.73881432482432,72.62201452542942,61.65798364443923,54.11953811416585,65.6698387886418,61.368541497892615,70.02382204108113,82.1526647079736,54.73064678622679,35.52125672272743,45.87244206605237,65.10961842799006,18,Female,12th,High,Visual,19,Yes,1,7,7,2,10
101,65.68927746749522,59.36244217827513,39.521391102012764,88.02983250500554,87.90424208243037,56.98918258280768,63.31892477890032,88.75275304712494,79.98290023052202,77.76601618745772,78.54792158468626,62.007873723691894,41.26030426817975,35.736013004672216,68.86700710718368,18,Non-binary,12th,Medium,Visual,11,Yes,0,7.4,3,0,5.7
102,81.60417892603326,66.68694363289704,75.44104355276586,57.71375723201953,92.68204457434202,53.07839475255793,75.87837513953497,70.66407857958546,55.95343876047315,66.57202464783175,84.75686737336218,49.06360550041073,38.72149585746578,19.236033050616193,64.21321137327647,16,Male,11th,Low,Auditory,9,Yes,1,6.3,6,0,5.4
103,71.0718881656708,87.18185057989692,37.2701378390255,71.50514030894917,68.49317129981559,35.15701696566687,74.47200598477521,88.23610902622056,72.44490897452611,67.79315652748787,85.5213720689062,82.0559274729386,54.60048554455082,32.66193806223538,64.27624166300758,14,Male,9th,Low,Auditory,8,Yes,0,5.1,6,1,9.8
104,95.94039453730585,90.74105450603781,59.7776981777863,90.14338629146087,72.8919370350058,71.40937594233374,57.05633316784635,67.74456406707097,61.922629756085065,69.77667082062769,85.19527552765794,79.61192454211789,80.24142810178812,27.172341490664138,80.96000185569464,16,Male,11th,Medium,Kinesthetic,2,Yes,0,5.8,3,5,2.8
105,63.43756871582942,74.82078237043433,43.941441976644214,40.20276463278663,54.34970847259369,49.481097413014425,98.6505553200281,67.83652692108102,76.70906323349044,78.05053093622193,91.33192973560654,56.20649127773874,32.378522878760116,48.135306332515135,71.01634956073363,16,Male,11th,Low,Kinesthetic,0,Yes,5,4.9,1,1,5.4
106,89.17755976384103,77.26466309312565,81.0817937179646,62.752870402642124,85.22363027815835,88.05489483150899,53.95541122745085,84.55709656562146,83.85805897477857,92.24091197659055,99.60517811705358,70.68643975179259,72.00146875274757,30.534187103332226,85.092061136538,14,Female,9th,Medium,Kinesthetic,11,No,3,8.5,1,0,4.9
107,95.16874838225556,82.54565619098692,75.54792784472596,88.0862515136103,54.31995132266716,83.6581433705846,61.65191989014738,71.6451870850584,66.5183233035508,69.21670301966854,91.25002225860953,88.10052248806967,81.93188759299126,25.751570962377652,81.57277162283529,14,Male,9th,Medium,Auditory,7,Yes,1,8.6,1,0,8.4
108,79.58404454611453,87.56109027570199,86.55125752723403,68.42362788516604,82.44770980541753,76.21784025190372,72.39665190053114,86.70450988400152,89.87597729534743,83.539103735527,96.80284250876866,87.6774301848044,76.54018660845499,16.691921325817766,88.90444311598976,16,Female,11th,High,Visual,13,Yes,2,5.2,3,0,7.8
109,66.33095089366293,81.13493849410844,63.13812123655691,71.48737139229823,36.38719621298836,72.45232564442027,76.59370441160762,71.43718596596747,78.09046645446821,78.70434029844877,72.08071662927978,72.68586626600964,54.51927589940054,39.24560580648726,70.06571056676636,16,Female,11th,Medium,Visual,13,Yes,1,4,8,0,9.3
110,82.41297748511924,88.70808984893436,67.4111437331434,61.69515555498311,76.97185864462733,67.8903839108412,85.4108549756465,72.84831959663025,73.21961376081379,59.31473931256731,98.46049634274095,59.66360786645789,58.12200031967575,39.286627388466826,83.68339647698771,14,Female,9th,Low,Auditory,11,Yes,0,5.5,6,0,9.1
111,85.75412698183261,86.06681772762217,65.23836429002834,86.69771829952458,49.40924835566227,41.70674558448639,86.69812281872859,92.73472912994724,60.449664597611715,75.61102487094892,92.45510274777189,68.76185904571257,69.60846925201594,22.112399400807924,88.43804282841988,18,Male,12th,Medium,Auditory,7,Yes,1,5.2,4,0,1.3
112,75.25660517089129,62.91631405982894,87.20223983541207,68.47852005011504,59.97493305977578,60.4433492498876,74.90565676403413,58.20582627619051,85.56754425908845,60.95738994851432,81.32915663067251,81.63214543902362,84.92285918021821,32.04030979829896,69.18116313130226,15,Male,10th,Medium,Visual,9,Yes,1,7,4,0,8.5
113,80.55204061863422,82.70467750991114,98.54996598618155,38.52526500933218,72.73235703066817,76.54794582869646,69.45401344639617,54.42177751514888,77.41500892086245,62.2091425873608,93.87046120595187,64.38220487136137,86.16068994091006,18.585404244821518,84.09333443145877,17,Female,12th,Medium,Kinesthetic,0,Yes,3,7.5,4,5,1.8
114,81.53352301178705,90.69154208211255,53.52860140621458,76.72850901193115,53.27859321096203,60.60899497430377,73.92501145634405,68.1026234774661,78.33685077165873,82.87797494418079,97.07895170664415,82.34098736497242,80.37327535495946,22.72114468610549,79.83670773822135,17,Female,12th,Medium,Visual,4,Yes,4,9.3,5,0,2.7
115,84.55136023748247,53.06437044210193,15.93942744089344,57.70975679671897,49.36238386666491,46.01753912795289,77.04980176301822,84.37597608418278,42.52260950315748,72.37230218000111,71.56239646952599,50.333531340633286,27.418260538241285,29.82189419984609,59.42637462835518,16,Male,11th,High,Auditory,8,Yes,2,7.4,5,0,4.2
116,95.2224486960497,49.628426401930504,73.85221126452095,60.16650589110389,62.68209960092388,75.56454517703025,67.59437318077003,83.65587670751111,62.21256051909891,52.56843444383648,82.25656924769282,76.98135808858598,47.59478165714352,28.04101143933624,86.77584413807767,16,Male,11th,Medium,Kinesthetic,20,Yes,4,4.6,5,1,1.2
117,76.20168345175821,49.694039518969674,76.37956367410881,39.33615563094419,64.0168919628033,80.10920383857005,42.489548245541485,57.20985809119172,83.01372672826425,56.85207215947345,97.32990745687857,53.054955449627045,36.12805079206846,39.90488592200674,60.90882693996663,14,Female,9th,Low,Auditory,7,No,1,7.5,3,1,3.1
118,76.72334078939178,89.25931564479383,65.68448756259855,81.86606768562126,53.98063618155135,66.75225561495537,69.10583517938869,79.44585458709203,72.10177379195378,72.99788787415073,85.2913890616037,78.76962164141067,60.68276254962123,34.79532078088516,72.85770193889414,18,Female,12th,Medium,Kinesthetic,19,Yes,5,5.3,3,3,7.4
119,92.1355157581475,60.78089733344985,83.5711964684949,30.01233883488794,79.56080621428453,76.76431264976866,52.28783028439914,67.31676121510371,71.93524845470222,76.4383542879701,80.54595896974206,57.82797243273339,43.005010703398014,67.4446004400489,59.01865164350115,18,Female,12th,Medium,Auditory,7,Yes,1,7.3,3,2,7.1
120,93.76398852080817,50.92573715911637,53.73505553287587,54.921497998357154,40.91038090622899,57.505137965803605,79.95779430639851,57.077342526195075,65.37494235475944,53.1416039030716,92.22357376595028,66.20340526822555,75.78562720777703,32.49585947688804,85.49555327396978,18,Female,12th,Low,Visual,14,Yes,0,7.2,6,3,5.9
121,71.22288280054043,87.25511236116236,86.97439369496799,66.1587415277826,69.75992848888276,82.61314930875606,82.04131809963266,87.21957453627742,89.29484817785239,76.31611547218631,96.52232092455961,92.72291340325053,88.67612106402022,14.622718006986016,78.01943823553765,18,Male,12th,Medium,Visual,5,Yes,0,5.8,4,0,8.3
122,93.4594894182174,95.72096947719089,64.85443789970122,92.41306058637971,76.26129077266583,67.69776663732618,77.27650959864046,69.96143256071383,76.82260239733613,72.6675032750417,93.42115146107972,81.226542162596715,42.41086709702986,29.51123232026341,67.95859662782043,16,Female,11th,Low,Visual,10,No,3,7.2,5,0,9.6
123,81.80758638017184,71.56008113682563,84.2067888994715,98.87751303472018,71.40655531724984,64.65383347801618,61.76483273481296,67.36966017769355,69.30398163639622,89.91801914720574,82.58851622696966,72.03324507760334,47.48232941152436,23.7474222777153,80.11477081594046,18,Male,12th,Medium,Auditory,12,Yes,2,8.1,8,2,1.5
124,69.00650718141655,68.87348318303252,75.4388895660396,51.09214284336151,93.78905401484015,80.46135322035713,72.97811542188154,52.12510583664562,80.04488932198328,82.44211880309125,93.91128602903336,75.74872884002481,52.15151768429822,29.400817986518113,74.78992464566294,17,Male,12th,High,Auditory,14,Yes,4,8.4,5,0,6.7
125,67.76346785683688,58.066241965859305,69.8014604150206,62.79458265789371,78.34095065661454,85.29882212494923,69.88077620633352,73.98671992491546,69.2958468609427,76.01359843881131,91.72956899739802,70.41631040503972,78.26065439102061,39.589235431034126,70.63943170292555,14,Male,9th,Medium,Auditory,13,Yes,2,8.6,3,0,7.5
126,97.19903958880404,92.08279656230539,57.420227163921794,84.75979254349356,79.94441634805644,36.54479964397132,66.66877996245026,79.52078208674972,69.69253820784019,59.045506411802855,95.5553823208902,68.6430546886501,67.35749032414043,16.82583807576246,84.35614620291103,15,Male,10th,Medium,Visual,11,Yes,0,6,8,3,9.3
127,53.31065325564052,63.95992573221329,63.34099273129165,49.270996856773714,59.22092659887046,72.50077353605602,68.8022596878412,66.9914736754714,46.79236224418145,56.756792885042145,88.95532365422696,76.10063291024532,43.74872744026787,20.407969466213814,81.43393501293718,17,Female,12th,High,Kinesthetic,0,No,3,4,7,0,9.5
128,85.59597790452737,66.25400553766715,51.30025631151347,76.27619966299119,73.79658025698026,77.46749734699517,54.48327118182403,81.60177175746523,72.7871367325754,53.40570734446936,90.037951907143,77.93918367051498,57.892290626274544,34.55805198945875,63.54427092914036,15,Male,10th,Medium,Auditory,9,Yes,2,8.2,3,3,4.7
129,72.5034931183113,64.9564206940715,74.15230953916046,73.35979270764476,68.76382021002662,62.337857772101984,60.702857832152816,72.7852061060208,83.56836852275418,62.12864405070305,87.0038657868281,85.38578812434466,57.620529925472866,12.092056222754564,70.33346963966183,18,Female,12th,High,Auditory,16,Yes,2,6.9,4,0,9.6
130,87.00275932629185,64.55394427434267,77.50486442062342,53.5520602184679,87.37304058208535,79.43604682919623,91.1850973844663,96.53422181174126,86.63898804062676,77.9665692053061,97.15605685603805,81.61324153279615,73.81728472445349,27.41100945363371,77.45916823979262,16,Female,11th,Medium,Visual,3,Yes,2,7.6,5,0,5.4
131,78.65937572972896,78.38212877053535,76.52312317605144,79.62511073784765,64.26329852951915,89.63975088889535,66.69311532103524,67.37812095922379,78.89148939366378,81.29664315129857,96.28670108737424,82.10895767763142,71.22151238662644,8.508347290748471,90.11742329594253,17,Female,12th,High,Kinesthetic,12,Yes,3,5.8,7,0,7.9
132,70.52775090705588,100,91.69081735762393,74.4726779789831,71.47228417660921,69.64097987296546,82.00045733763899,77.04026682369172,91.8188031671067,91.66772610669264,88.7292968807742,76.7748642682183,75.43648621254837,19.680943240806297,77.25870282649443,15,Male,10th,Low,Visual,13,Yes,3,7,2,3,4.8
133,81.7360482598172,74.4061428183439,85.9026535598652,66.9510236873609,82.99476178607603,81.35156085990994,79.62360522677497,69.40970330843084,79.61065134977008,68.08284732081401,95.27083968860097,80.59776118775737,78.5332132303486,32.0858725336253,87.59138688732875,17,Female,12th,Medium,Visual,5,Yes,0,6.5,9,0,8.7
134,53.71860538596314,77.18190104749866,34.85161279935046,51.16179963227848,72.19530497961303,63.65733253009222,70.14019446664392,47.34552674269596,65.80938119747648,71.58377466732617,60.487348070601,54.001329593325465,40.21334043520967,35.036423926503375,55.790563291123426,18,Female,12th,Medium,Visual,17,Yes,2,6.3,3,0,9.4
135,72.70064657429714,67.51494594670694,82.34670139899166,57.00270323347595,60.767919579733174,69.65903101579444,72.05334553244181,97.81966955726995,65.36316986896267,61.73646428091733,95.28112310217693,65.20621116773755,48.8882436457436,40.00380937228394,56.76972621807457,15,Female,10th,Medium,Auditory,10,Yes,2,8.8,4,2,9
136,90.20114911813172,67.35700854473568,85.86064132740407,81.40184525107851,85.68152687522894,99.1735166271185,64.7229353967244,82.27677913927323,68.46902769310944,71.96564409025201,98.56906847446226,83.89799898440619,94.03357898680522,19.05580344197828,94.55245185997775,17,Female,12th,Low,Kinesthetic,14,Yes,1,6.5,7,0,7.9
137,67.78077999810088,40.423683196325314,66.19787454433904,68.34103533552455,89.57242168747204,75.25278299999333,77.75979011382552,77.28144568416346,76.86835006932961,86.11341678291589,98.71765091200359,91.27069315577214,72.7846103427294,29.152707434649884,85.25377968033308,17,Female,12th,Low,Auditory,14,No,1,5.6,3,4,7.3
138,59.91128294274451,54.93930541867739,47.157883765204495,41.05848591824295,50.94283591447716,74.91130866930995,52.3352880738849,56.91937359449024,60.30555671243562,33.06156078408169,65.13909311848693,46.45673949035484,48.237413247719196,24.541081867498356,44.95996877625069,16,Female,11th,Medium,Visual,8,Yes,2,6.4,5,1,3.3
139,89.44334062664016,80.93593232184149,55.17046149279289,88.91797703916784,74.00869339749534,57.70036357995497,69.27942731433407,58.66027094828746,68.16426916752984,67.70321698998008,87.8844649286475,82.05348507870067,54.91687763295367,31.03685738092835,79.45750857314061,15,Female,10th,Low,Auditory,20,Yes,0,5.3,3,0,3.1
140,75.4509725674895,84.54182817903657,57.54484655875381,49.9230492691285,64.65380829785705,44.25799704588701,55.15645403186025,83.92475616073891,76.19036293175576,62.595229902173315,89.40451037953608,57.86812178243987,46.91380784273649,38.90019728842846,67.92784354744276,17,Female,12th,Medium,Visual,9,Yes,0,7.9,6,0,5.9
141,65.99492779452142,66.62050865451066,44.03875788748222,60.37232477191333,74.55966217539027,68.30740225467913,76.88327722261226,74.8598243397446,76.45646746355588,76.56044945025482,80.82108534872532,66.76400437674516,84.7288530990404,33.708310671431114,75.81219160612761,16,Female,11th,Low,Auditory,10,No,2,6.8,7,2,3.7
142,80.6781026276751,52.229863945087615,74.62510546842093,52.090882917580885,28.22789732922468,53.4425949428179,87.64888536483636,72.85899323586202,59.97689733496905,76.26840781918867,74.74541297880933,76.39677657198062,83.01140406119882,49.77205328734841,65.45582149292431,14,Female,9th,Medium,Visual,15,No,2,9,5,0,2.8
143,56.77112730967553,70.65037548531514,81.68300542664477,79.671600469035,57.70253225288258,58.86851489256588,71.33744634877637,76.26081345376853,78.7293166385546,78.16391978938957,83.33056603558362,75.97283229481538,36.27647112237125,33.915040502880025,66.03898283679817,18,Male,12th,Low,Auditory,6,Yes,0,7.8,5,0,6.1
144,83.09197410085389,90.38703214432665,54.99409373224051,83.33836845048106,67.49960763683528,57.03398237304954,71.35101787772203,76.21857800891244,59.868772467085094,68.36817609742084,96.66274529881775,64.4148580980864,59.29338245585362,32.82074067985043,74.66780787668904,14,Female,9th,Low,Auditory,10,No,1,5.2,6,0,1
145,68.22028010906584,70.20182620330473,69.75627957402484,56.96093815490735,66.3543623867518,86.77017176214406,75.46932368001524,84.33100613258122,79.07265108180067,88.76113068048797,87.07849586615339,79.10636200027609,71.32809154160958,29.297753875556396,71.63456137658703,17,Female,12th,Medium,Auditory,20,Yes,1,5.1,6,0,4.4
146,77.87022001785014,76.1997708196832,90.13572512294752,24.100571175422402,65.98976035233046,42.6648732332319,65.44529500466518,79.35849731833014,66.59175135126598,66.98827474140171,95.43632768560201,64.90929595862728,44.76652877772778,31.008586656104292,100,16,Male,11th,Medium,Auditory,15,Yes,2,5.6,5,2,3.2
147,70.71384154916296,83.74817461341712,69.32591969456398,60.82185143354184,62.895828777924436,67.88755372282397,86.41784470875433,73.0184672056344,74.87329123215285,78.38735792432261,99.61710452567786,71.22098502733294,63.008611536049195,29.21695849594006,76.41527530795031,17,Female,12th,Medium,Visual,9,Yes,2,5.5,6,1,4.7
148,81.32719388674396,53.7102502857975,93.40331001885677,73.45690074422757,72.8527157252652,77.77257032916927,53.92872794527337,68.13477505367722,76.57911199572737,69.0675317774597,89.06958755105734,77.30815610006591,68.18453292363698,27.115507040785094,62.776190891409975,17,Female,12th,High,Visual,7,Yes,2,5.1,4,0,3.9
149,81.33333595568585,87.13023587098,87.1856924272829,81.08951850193006,65.16864931347727,64.6865308050945,64.12315243414099,65.88302131012497,77.09185621253384,72.56396753535657,80.63402185216546,61.0212929680695,83.17396900895537,38.505222479846154,62.727278092824676,15,Male,10th,Medium,Kinesthetic,15,Yes,2,7.5,5,0,1.5
150,57.44258866745266,70.96458152942466,56.45687932213271,28.530040592215425,61.745519843504134,50.39373234432233,47.71534150645809,36.195170474249224,62.57275484308143,66.47379263730424,74.59395159035921,42.433370997628174,31.592710200161726,37.97418715582981,79.47462217358012,17,Male,12th,Medium,Kinesthetic,7,Yes,2,8,6,1,3.6
151,63.23229469562004,68.91517286166429,67.9460165837309,46.39658226434122,83.0875831829488,71.59497056277803,100,85.74050350261771,85.4820286086294,89.66727394494569,99.51073891366832,85.21799393420208,47.922810477221844,24.42051301978229,73.48002121155463,16,Female,11th,High,Kinesthetic,7,Yes,0,7.9,7,0,4.2
152,67.90369872911448,68.68291210348131,60.625605869236054,56.92795032563148,30.778076127195167,75.94503563874723,69.52181453013776,74.9780936700789,77.91364493855636,57.63175617610071,71.18922415422276,69.06366471484777,75.71297788657147,34.39613445879036,67.19297732465758,16,Male,11th,Medium,Auditory,3,Yes,0,7.9,5,0,8.2
153,79.85414460894457,69.40786564312046,78.90541567686064,64.64043272869615,74.43522714401108,54.36259292432108,70.13903658303391,64.83784012716316,58.09457424482471,65.86930792162973,92.90103384293616,77.18215659859516,60.09198591047695,42.056430944576576,75.02212879131899,18,Female,12th,Medium,Kinesthetic,2,Yes,2,6.3,6,2,7.2
154,66.3264749865386,67.18288201649987,40.357154916589494,52.993390662457976,72.2877728793605,70.82071136777591,76.85262677958063,58.63791878114503,73.84488625511335,74.92743756519914,85.5341228377074,83.69387669545333,79.48794140635259,25.437031064545415,75.10664861858056,16,Female,11th,High,Auditory,12,No,1,10,6,0,1.6
155,60.45910855065759,61.26696008837508,94.09064437211697,90.47014528266426,67.70745274716866,63.075348546972265,56.333767028315975,91.26051853763695,71.14629724838474,64.06051090632883,97.18996295705438,69.6185996724362,52.86538759852058,13.064712053479244,79.75878368313822,14,Male,9th,High,Kinesthetic,5,Yes,0,7,6,0,7.2
156,63.98476181548331,61.197145853241146,45.55361247003155,100,73.89990702891873,56.39227227089961,71.05647060562478,63.92747049140962,86.22526639654487,89.26181297155695,99.59341964218765,57.94419604401443,83.92940801208051,50.41955459993004,81.14481250043309,14,Male,9th,High,Visual,7,Yes,1,8.1,4,0,4.4
157,73.06317408964189,59.04293998768126,74.90961412826034,52.470267455947294,72.88169818251616,61.13373991758872,72.88403786030499,81.91368840963686,82.42999008051328,84.82209712429167,81.47491557756439,72.21037126690747,37.70827495452928,56.08393201875778,57.68029943992686,17,Female,12th,Low,Visual,13,Yes,3,6.3,8,2,1.4
158,98.891632448955,53.82289880459052,83.71446065355559,68.20585750854798,79.32635438852208,62.67438394530602,79.26833457955141,67.61961222817716,70.72102046400225,70.19585304274042,96.82480209507048,65.1125227431169,73.50305485890657,40.77535660061418,51.26329143950082,18,Female,12th,High,Visual,21,Yes,2,6.8,3,2,6.6
159,81.24574837529114,46.64542703415786,54.83174456346858,48.362403293610846,45.54841325615361,69.75325653086361,80.34513388284073,84.93898085741881,54.22007568655187,71.96325342741564,88.38152583222836,58.82758493493721,47.160654200155655,37.63837867050331,77.75408783951335,15,Male,10th,Medium,Kinesthetic,14,Yes,3,6.8,4,0,2.9
160,60.29833792468992,53.932546775720496,70.3171243756099,83.63736533944098,67.15571234868742,81.83390582770662,65.83777754255478,69.84797784359681,83.94489749738732,79.28710364555683,85.63145968597382,70.21680520898077,76.7284297453952,26.478191350888736,80.27288318248802,18,Male,12th,Low,Kinesthetic,19,Yes,5,5.2,7,0,5.9
161,72.54285826692731,75.12631732518055,63.78957505043133,62.66537246801799,64.1983492086815,77.08637825733445,58.63313620524917,92.32238696376749,77.90371602039116,64.8629202114616,97.15322818374261,56.460385483143604,37.73841942357221,28.66537860567585,69.21969337370265,14,Male,9th,Medium,Visual,9,Yes,0,7.3,6,1,3.3
162,74.99758526580409,66.11893900891988,64.75148785136565,66.85617171939633,61.9353480050387,63.06109780794159,75.34197305695608,58.95813136425862,89.91240547174121,51.20079825811504,95.2054069424048,82.13036353721287,50.82931322453233,25.880787967532143,60.59319021730289,14,Female,9th,Low,Kinesthetic,12,Yes,2,8.1,5,0,3.4
163,85.92378762487745,94.23659252227336,77.63612097541922,60.57362823816988,87.06142454691586,69.86816771519415,95.37289246214833,89.57708622244998,71.28083956929154,82.83935116585938,97.70942122093402,94.47305864252897,78.66312405302247,24.08910072893402,91.14480386301189,18,Female,12th,Medium,Kinesthetic,6,Yes,3,5.2,4,0,4.1
164,83.67922982957646,62.730990484333105,74.92675014722677,54.18982951775221,66.72807230493729,71.84343130034374,56.55512715437478,59.44496324841191,68.64827399894685,72.84273976485626,90.3361658193171,74.9463129762884,64.4273900705195,40.478622459194256,72.68831491365,14,Male,9th,High,Kinesthetic,15,Yes,0,8,7,2,9
165,86.44016845928739,64.66046949428943,67.27838855717577,68.38068952183677,59.30747827617705,65.43428359165712,81.10003828482417,86.51828704305728,81.14254679628355,65.75134824811418,92.49879051931202,60.9755084028932,47.16932621504716,25.608167668412797,79.97009721082927,18,Non-binary,12th,Low,Kinesthetic,12,Yes,2,7.7,5,1,8
166,65.42436528178797,55.220898578182826,69.53929848149642,72.4325360174935,60.456364139557536,86.61306191801988,65.56512604964342,82.99777677745598,81.72143186267698,58.7274263506428,83.84776142193004,74.92971713044389,45.593656396161236,46.57479547884346,65.7734290332108,17,Female,12th,High,Auditory,9,Yes,0,8.9,4,0,10
167,63.8631891890962,63.646353830839566,57.05235428422253,59.80734756372099,55.9707774914696,71.55213914202608,59.547806258752516,33.931671801566054,53.80335556739916,65.36424543184648,82.2664344299119,55.14795709197963,32.6059249197565,28.738051948853162,60.32862562336035,15,Female,10th,Low,Auditory,5,Yes,1,5.5,2,0,9
168,68.4468910399421,62.98437027021201,70.02929544825852,46.71974541544675,62.0799025909455,65.2264275859981,77.363118376304,60.14209985230484,84.18433764016824,76.79005323725336,96.58486648928374,64.8138427778616,42.42421951149936,39.200333494698114,53.180418659010556,17,Male,12th,Medium,Auditory,14,Yes,1,8.6,9,1,5.6
169,64.72307922645099,50.7063197348735,30.648228237153354,65.42987295618893,78.07353491984168,74.51960532199732,69.37223791647236,73.03044291481757,69.61773696528414,77.10110231783851,70.13020275509916,63.03475776817608,47.8178540102046,35.41738419615361,64.44920023441811,14,Female,9th,Medium,Visual,11,Yes,0,10,3,0,1.4
170,75.71164334127273,93.47822549069365,75.89901041268152,29.04954974849845,73.43133288617156,82.35508308561572,70.34518085945696,67.39889621379305,66.94017406455208,86.00803313504417,94.71462882589549,55.0672417094453,48.29072679140705,28.06594865142847,72.791666902006,15,Female,10th,Medium,Visual,5,Yes,3,5.9,1,2,6
171,82.63633391909833,90.9187572312354,87.66936825331094,92.70944369690469,74.81659228223755,92.80534728000262,84.74727126254086,75.46632891812774,88.2173680998818,70.09845727544418,99.14119687164202,81.59668468749851,93.21128052032635,20.85201921430643,84.46775250452515,16,Female,11th,Low,Visual,19,Yes,2,5.9,1,0,5.2
172,75.7555705502973,67.57630549576147,56.52190974144193,58.62888382738013,53.05356481076856,83.44009617403881,57.03560767597331,60.790111382898445,74.43417702594928,76.85570285389727,91.88063088804483,65.31927435663873,54.54392158776249,27.63316060504473,87.22880749598266,18,Female,12th,High,Kinesthetic,13,Yes,4,5.7,8,0,9.2
